total_pages,text_blocks,unique_fonts,dominant_font,dominant_font_ratio,font_variance,unique_font_sizes,dominant_font_size,avg_font_size_x,multiple_fonts_per_page,rare_fonts_count,tampering_score_prelim,filename,label,tampering_type,doc_type,total_chars,char_count_std,avg_line_length,line_length_std,avg_word_length,word_length_std,avg_space_ratio,space_ratio_std,avg_font_size_y,font_size_std,avg_char_width,char_width_std,text_density,spacing_irregularity,font_size_variance,glyph_consistency_score,detection_score,prediction,predicted_label
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0005_tampered.pdf,tampered,character_replace,vehicle_registration,406.0,0,26.066666666666663,9.153991236370915,7.826086956521739,6.783305426868061,0.0763546798029556,0,10.0,0.0,26.066666666666663,9.153991236370915,0.406,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0005_tampered.pdf,tampered,spacing_alter,vehicle_registration,406.0,0,26.066666666666663,9.153991236370915,7.826086956521739,6.783305426868061,0.0763546798029556,0,10.0,0.0,26.066666666666663,9.153991236370915,0.406,0,0.0,1.0,0.0,0,genuine
1,15,3,Times-Roman,0.3333333333333333,0.2,1,10.0,10.0,1,0,0.6666666666666667,tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0005_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,406.0,0,26.066666666666663,9.153991236370915,7.826086956521739,6.783305426868061,0.0763546798029556,0,10.0,0.0,26.066666666666663,9.153991236370915,0.406,0,0.0,1.0,0.4,1,tampered
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,genuine/legal_contract_LEGAL_CONTRACT_0006_genuine.pdf,genuine,none,legal_contract,636.0,0,29.285714285714285,11.514557482318,7.050632911392405,6.245806155824244,0.0911949685534591,0,10.0,0.0,29.285714285714285,11.514557482318,0.636,0,0.0,1.0,0.0,0,genuine
1,21,2,Helvetica,0.9523809523809524,0.0952380952380952,3,10.0,10.714285714285714,0,0,0.0476190476190476,tampered/font_change/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,font_change,legal_contract,636.0,0,29.285714285714285,11.514557482318,7.050632911392405,6.245806155824244,0.0911949685534591,0,10.714285714285714,0.9331389496316868,29.285714285714285,11.514557482318,0.636,0,0.0870117576584762,0.956494121170762,0.04597378010312374,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/character_replace/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,character_replace,legal_contract,638.0,0,29.38095238095238,11.503524058289146,7.075949367088608,6.265784426426508,0.0909090909090909,0,10.0,0.0,29.38095238095238,11.503524058289146,0.638,0,0.0,1.0,0.0,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,spacing_alter,legal_contract,639.0,0,29.428571428571427,11.50391829136585,6.7926829268292686,6.199405567251548,0.0954616588419405,0,10.0,0.0,29.428571428571427,11.50391829136585,0.639,0,0.0,1.0,0.0,0,genuine
1,21,3,Times-Roman,0.3809523809523809,0.1428571428571428,1,10.0,10.0,1,0,0.6190476190476191,tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,embedding_mismatch,legal_contract,636.0,0,29.285714285714285,11.514557482318,7.050632911392405,6.245806155824244,0.0911949685534591,0,10.0,0.0,29.285714285714285,11.514557482318,0.636,0,0.0,1.0,0.37142857142857144,1,tampered
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,genuine/legal_contract_LEGAL_CONTRACT_0007_genuine.pdf,genuine,none,legal_contract,642.0,0,29.571428571428573,11.704990504955074,6.925925925925926,6.17597451255251,0.0934579439252336,0,10.0,0.0,29.571428571428573,11.704990504955074,0.642,0,0.0,1.0,0.0,0,genuine
1,21,2,Helvetica,0.9523809523809524,0.0952380952380952,3,10.0,10.714285714285714,0,0,0.0476190476190476,tampered/font_change/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,font_change,legal_contract,642.0,0,29.571428571428573,11.704990504955074,6.925925925925926,6.17597451255251,0.0934579439252336,0,10.714285714285714,0.9331389496316868,29.571428571428573,11.704990504955074,0.642,0,0.0870117576584762,0.956494121170762,0.04597378010312374,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/character_replace/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,character_replace,legal_contract,643.0,0,29.61904761904762,11.692391463707908,6.938271604938271,6.183102579326795,0.093312597200622,0,10.0,0.0,29.61904761904762,11.692391463707908,0.643,0,0.0,1.0,0.0,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,spacing_alter,legal_contract,645.0,0,29.714285714285715,11.678808065172117,6.678571428571429,6.1434454314096,0.0976744186046511,0,10.0,0.0,29.714285714285715,11.678808065172117,0.645,0,0.0,1.0,0.0,0,genuine
1,21,3,Times-Roman,0.3809523809523809,0.1428571428571428,1,10.0,10.0,1,0,0.6190476190476191,tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,embedding_mismatch,legal_contract,642.0,0,29.571428571428573,11.704990504955074,6.925925925925926,6.17597451255251,0.0934579439252336,0,10.0,0.0,29.571428571428573,11.704990504955074,0.642,0,0.0,1.0,0.37142857142857144,1,tampered
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,genuine/vehicle_registration_VEHICLE_REGISTRATION_0008_genuine.pdf,genuine,none,vehicle_registration,410.0,0,26.33333333333333,9.030811456096044,7.913043478260869,6.772149125699931,0.0756097560975609,0,10.0,0.0,26.33333333333333,9.030811456096044,0.41,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,12.0,12.0,0,0,0.0,tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,font_change,vehicle_registration,410.0,0,26.33333333333333,9.030811456096044,7.913043478260869,6.772149125699931,0.0756097560975609,0,12.0,0.0,26.33333333333333,9.030811456096044,0.41,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,character_replace,vehicle_registration,410.0,0,26.33333333333333,9.030811456096044,7.913043478260869,6.772149125699931,0.0756097560975609,0,10.0,0.0,26.33333333333333,9.030811456096044,0.41,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,spacing_alter,vehicle_registration,410.0,0,26.33333333333333,9.030811456096044,7.913043478260869,6.772149125699931,0.0756097560975609,0,10.0,0.0,26.33333333333333,9.030811456096044,0.41,0,0.0,1.0,0.0,0,genuine
1,15,3,Times-Roman,0.3333333333333333,0.2,1,10.0,10.0,1,0,0.6666666666666667,tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,410.0,0,26.33333333333333,9.030811456096044,7.913043478260869,6.772149125699931,0.0756097560975609,0,10.0,0.0,26.33333333333333,9.030811456096044,0.41,0,0.0,1.0,0.4,1,tampered
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,genuine/legal_contract_LEGAL_CONTRACT_0009_genuine.pdf,genuine,none,legal_contract,631.0,0,29.047619047619047,11.478660078084404,6.987341772151899,6.232811647650724,0.0919175911251981,0,10.0,0.0,29.047619047619047,11.478660078084404,0.631,0,0.0,1.0,0.0,0,genuine
1,21,2,Helvetica,0.9523809523809524,0.0952380952380952,3,10.0,10.714285714285714,0,0,0.0476190476190476,tampered/font_change/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,font_change,legal_contract,631.0,0,29.047619047619047,11.478660078084404,6.987341772151899,6.232811647650724,0.0919175911251981,0,10.714285714285714,0.9331389496316868,29.047619047619047,11.478660078084404,0.631,0,0.0870117576584762,0.956494121170762,0.04597378010312374,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/character_replace/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,character_replace,legal_contract,633.0,0,29.142857142857142,11.469569320953743,7.012658227848101,6.25308768466048,0.0916271721958925,0,10.0,0.0,29.142857142857142,11.469569320953743,0.633,0,0.0,1.0,0.0,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,spacing_alter,legal_contract,634.0,0,29.19047619047619,11.470953161786918,6.7317073170731705,6.184261654152388,0.0962145110410094,0,10.0,0.0,29.19047619047619,11.470953161786918,0.634,0,0.0,1.0,0.0,0,genuine
1,21,3,Times-Roman,0.3809523809523809,0.1428571428571428,1,10.0,10.0,1,0,0.6190476190476191,tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,embedding_mismatch,legal_contract,631.0,0,29.047619047619047,11.478660078084404,6.987341772151899,6.232811647650724,0.0919175911251981,0,10.0,0.0,29.047619047619047,11.478660078084404,0.631,0,0.0,1.0,0.37142857142857144,1,tampered
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,genuine/vehicle_registration_VEHICLE_REGISTRATION_0010_genuine.pdf,genuine,none,vehicle_registration,411.0,0,26.4,8.927859019197529,7.934782608695652,6.764363699350355,0.0754257907542579,0,10.0,0.0,26.4,8.927859019197529,0.411,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,12.0,12.0,0,0,0.0,tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,font_change,vehicle_registration,411.0,0,26.4,8.927859019197529,7.934782608695652,6.764363699350355,0.0754257907542579,0,12.0,0.0,26.4,8.927859019197529,0.411,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,character_replace,vehicle_registration,411.0,0,26.4,8.927859019197529,7.934782608695652,6.764363699350355,0.0754257907542579,0,10.0,0.0,26.4,8.927859019197529,0.411,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,spacing_alter,vehicle_registration,411.0,0,26.4,8.927859019197529,7.934782608695652,6.764363699350355,0.0754257907542579,0,10.0,0.0,26.4,8.927859019197529,0.411,0,0.0,1.0,0.0,0,genuine
1,15,3,Times-Roman,0.3333333333333333,0.2,1,10.0,10.0,1,0,0.6666666666666667,tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,411.0,0,26.4,8.927859019197529,7.934782608695652,6.764363699350355,0.0754257907542579,0,10.0,0.0,26.4,8.927859019197529,0.411,0,0.0,1.0,0.4,1,tampered
1,20,1,Helvetica,1.0,0.05,1,10.0,10.0,0,0,0.0,genuine/invoice_INVOICE_0011_genuine.pdf,genuine,none,invoice,822.0,0,39.75,14.821858857781638,6.448717948717949,9.198170715429816,0.3637469586374696,0,10.0,0.0,40.1,15.046261994262894,0.822,0,0.0,1.0,0.0,0,genuine
1,20,2,Helvetica,0.55,0.1,3,12.0,11.45,0,0,0.4499999999999999,tampered/font_change/invoice_INVOICE_0011_tampered.pdf,tampered,font_change,invoice,822.0,0,39.75,14.821858857781638,6.448717948717949,9.198170715429816,0.3637469586374696,0,11.45,0.5894913061275798,40.1,15.046261994262894,0.822,0,0.0514390319483054,0.9742804840258472,0.280287806389661,0,genuine
1,20,1,Helvetica,1.0,0.05,1,10.0,10.0,0,0,0.0,tampered/character_replace/invoice_INVOICE_0011_tampered.pdf,tampered,character_replace,invoice,825.0,0,39.9,14.949581933953873,6.487179487179487,9.210840310427416,0.3624242424242424,0,10.0,0.0,40.25,15.168635403357811,0.825,0,0.0,1.0,0.0,0,genuine
1,20,1,Helvetica,1.0,0.05,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/invoice_INVOICE_0011_tampered.pdf,tampered,spacing_alter,invoice,857.0,0,41.5,16.366123548354388,4.883495145631068,8.250096758330844,0.3897316219369895,0,10.0,0.0,41.85,16.53261927221455,0.857,0,0.0,1.0,0.0,0,genuine
1,20,3,Courier,0.4,0.15,1,10.0,10.0,1,0,0.6,tampered/embedding_mismatch/invoice_INVOICE_0011_tampered.pdf,tampered,embedding_mismatch,invoice,822.0,0,39.75,14.821858857781638,6.448717948717949,9.198170715429816,0.3637469586374696,0,10.0,0.0,40.1,15.046261994262894,0.822,0,0.0,1.0,0.36,1,tampered
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,genuine/legal_contract_LEGAL_CONTRACT_0012_genuine.pdf,genuine,none,legal_contract,633.0,0,29.142857142857142,11.4903094337948,7.012658227848101,6.234842218595972,0.0916271721958925,0,10.0,0.0,29.142857142857142,11.4903094337948,0.633,0,0.0,1.0,0.0,0,genuine
1,21,2,Helvetica,0.9523809523809524,0.0952380952380952,3,10.0,10.714285714285714,0,0,0.0476190476190476,tampered/font_change/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,font_change,legal_contract,633.0,0,29.142857142857142,11.4903094337948,7.012658227848101,6.234842218595972,0.0916271721958925,0,10.714285714285714,0.9331389496316868,29.142857142857142,11.4903094337948,0.633,0,0.0870117576584762,0.956494121170762,0.04597378010312374,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/character_replace/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,character_replace,legal_contract,635.0,0,29.23809523809524,11.48043786250068,7.037974683544304,6.255009208777452,0.0913385826771653,0,10.0,0.0,29.23809523809524,11.48043786250068,0.635,0,0.0,1.0,0.0,0,genuine
1,21,1,Helvetica,1.0,0.0476190476190476,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,spacing_alter,legal_contract,636.0,0,29.285714285714285,11.48142540156494,6.7560975609756095,6.1872429251543135,0.0959119496855346,0,10.0,0.0,29.285714285714285,11.48142540156494,0.636,0,0.0,1.0,0.0,0,genuine
1,21,3,Times-Roman,0.3809523809523809,0.1428571428571428,1,10.0,10.0,1,0,0.6190476190476191,tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,embedding_mismatch,legal_contract,633.0,0,29.142857142857142,11.4903094337948,7.012658227848101,6.234842218595972,0.0916271721958925,0,10.0,0.0,29.142857142857142,11.4903094337948,0.633,0,0.0,1.0,0.37142857142857144,1,tampered
1,13,1,Helvetica,1.0,0.0769230769230769,1,10.0,10.0,0,0,0.0,genuine/academic_certificate_ACADEMIC_CERTIFICATE_0013_genuine.pdf,genuine,none,academic_certificate,352.0,0,26.07692307692308,12.455839152545398,7.0,7.31747596821845,0.0880681818181818,0,10.0,0.0,26.07692307692308,12.455839152545398,0.352,0,0.0,1.0,0.0,0,genuine
1,13,1,Helvetica,1.0,0.0769230769230769,1,12.0,12.0,0,0,0.0,tampered/font_change/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,font_change,academic_certificate,352.0,0,26.07692307692308,12.455839152545398,7.0,7.31747596821845,0.0880681818181818,0,12.0,0.0,26.07692307692308,12.455839152545398,0.352,0,0.0,1.0,0.0,0,genuine
1,13,1,Helvetica,1.0,0.0769230769230769,1,10.0,10.0,0,0,0.0,tampered/character_replace/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,character_replace,academic_certificate,352.0,0,26.07692307692308,12.455839152545398,7.0,7.31747596821845,0.0880681818181818,0,10.0,0.0,26.07692307692308,12.455839152545398,0.352,0,0.0,1.0,0.0,0,genuine
1,13,1,Helvetica,1.0,0.0769230769230769,1,10.0,10.0,0,0,0.0,tampered/spacing_alter/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,spacing_alter,academic_certificate,352.0,0,26.07692307692308,12.455839152545398,7.0,7.31747596821845,0.0880681818181818,0,10.0,0.0,26.07692307692308,12.455839152545398,0.352,0,0.0,1.0,0.0,0,genuine
1,13,3,Times-Roman,0.4615384615384615,0.2307692307692307,1,10.0,10.0,1,0,0.5384615384615384,tampered/embedding_mismatch/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,embedding_mismatch,academic_certificate,352.0,0,26.07692307692308,12.455839152545398,7.0,7.31747596821845,0.0880681818181818,0,10.0,0.0,26.07692307692308,12.455839152545398,0.352,0,0.0,1.0,0.32307692307692304,1,tampered
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,genuine/vehicle_registration_VEHICLE_REGISTRATION_0014_genuine.pdf,genuine,none,vehicle_registration,407.0,0,26.133333333333333,9.171453295719036,7.8478260869565215,6.814203169800522,0.0761670761670761,0,10.0,0.0,26.133333333333333,9.171453295719036,0.407,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,12.0,12.0,0,0,0.0,tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0014_tampered.pdf,tampered,font_change,vehicle_registration,407.0,0,26.133333333333333,9.171453295719036,7.8478260869565215,6.814203169800522,0.0761670761670761,0,12.0,0.0,26.133333333333333,9.171453295719036,0.407,0,0.0,1.0,0.0,0,genuine
1,15,1,Helvetica,1.0,0.0666666666666666,1,10.0,10.0,0,0,0.0,tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0014_tampered.pdf,tampered,character_replace,vehicle_registration,407.0,0,26.133333333333333,9.171453295719036,7.8478260869565215,6.814203169800522,0.0761670761670761,0,10.0,0.0,26.133333333333333,9.171453295719036,0.407,0,0.0,1.0,0.0,0,genuine
