filename,label,tampering_type,doc_type,doc_id
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0007
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0007
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0007
genuine/vehicle_registration_VEHICLE_REGISTRATION_0008_genuine.pdf,genuine,none,vehicle_registration,VEHICLE_REGISTRATION_0008
tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,font_change,vehicle_registration,VEHICLE_REGISTRATION_0008
tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,character_replace,vehicle_registration,VEHICLE_REGISTRATION_0008
tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,spacing_alter,vehicle_registration,VEHICLE_REGISTRATION_0008
tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,VEHICLE_REGISTRATION_0008
genuine/legal_contract_LEGAL_CONTRACT_0009_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0009
tampered/font_change/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0009
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0009
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0009
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0009_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0009
genuine/vehicle_registration_VEHICLE_REGISTRATION_0010_genuine.pdf,genuine,none,vehicle_registration,VEHICLE_REGISTRATION_0010
tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,font_change,vehicle_registration,VEHICLE_REGISTRATION_0010
tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,character_replace,vehicle_registration,VEHICLE_REGISTRATION_0010
tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,spacing_alter,vehicle_registration,VEHICLE_REGISTRATION_0010
tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0010_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,VEHICLE_REGISTRATION_0010
genuine/invoice_INVOICE_0011_genuine.pdf,genuine,none,invoice,INVOICE_0011
tampered/font_change/invoice_INVOICE_0011_tampered.pdf,tampered,font_change,invoice,INVOICE_0011
tampered/character_replace/invoice_INVOICE_0011_tampered.pdf,tampered,character_replace,invoice,INVOICE_0011
tampered/spacing_alter/invoice_INVOICE_0011_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0011
tampered/embedding_mismatch/invoice_INVOICE_0011_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0011
genuine/legal_contract_LEGAL_CONTRACT_0012_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0012
tampered/font_change/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0012
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0012
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0012
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0012_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0012
genuine/academic_certificate_ACADEMIC_CERTIFICATE_0013_genuine.pdf,genuine,none,academic_certificate,ACADEMIC_CERTIFICATE_0013
tampered/font_change/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,font_change,academic_certificate,ACADEMIC_CERTIFICATE_0013
tampered/character_replace/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,character_replace,academic_certificate,ACADEMIC_CERTIFICATE_0013
tampered/spacing_alter/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,spacing_alter,academic_certificate,ACADEMIC_CERTIFICATE_0013
tampered/embedding_mismatch/academic_certificate_ACADEMIC_CERTIFICATE_0013_tampered.pdf,tampered,embedding_mismatch,academic_certificate,ACADEMIC_CERTIFICATE_0013
genuine/vehicle_registration_VEHICLE_REGISTRATION_0014_genuine.pdf,genuine,none,vehicle_registration,VEHICLE_REGISTRATION_0014
tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0014_tampered.pdf,tampered,font_change,vehicle_registration,VEHICLE_REGISTRATION_0014
tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0014_tampered.pdf,tampered,character_replace,vehicle_registration,VEHICLE_REGISTRATION_0014
tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0014_tampered.pdf,tampered,spacing_alter,vehicle_registration,VEHICLE_REGISTRATION_0014
tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0014_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,VEHICLE_REGISTRATION_0014
genuine/academic_certificate_ACADEMIC_CERTIFICATE_0015_genuine.pdf,genuine,none,academic_certificate,ACADEMIC_CERTIFICATE_0015
tampered/font_change/academic_certificate_ACADEMIC_CERTIFICATE_0015_tampered.pdf,tampered,font_change,academic_certificate,ACADEMIC_CERTIFICATE_0015
tampered/character_replace/academic_certificate_ACADEMIC_CERTIFICATE_0015_tampered.pdf,tampered,character_replace,academic_certificate,ACADEMIC_CERTIFICATE_0015
tampered/spacing_alter/academic_certificate_ACADEMIC_CERTIFICATE_0015_tampered.pdf,tampered,spacing_alter,academic_certificate,ACADEMIC_CERTIFICATE_0015
tampered/embedding_mismatch/academic_certificate_ACADEMIC_CERTIFICATE_0015_tampered.pdf,tampered,embedding_mismatch,academic_certificate,ACADEMIC_CERTIFICATE_0015
genuine/invoice_INVOICE_0016_genuine.pdf,genuine,none,invoice,INVOICE_0016
tampered/font_change/invoice_INVOICE_0016_tampered.pdf,tampered,font_change,invoice,INVOICE_0016
tampered/character_replace/invoice_INVOICE_0016_tampered.pdf,tampered,character_replace,invoice,INVOICE_0016
tampered/spacing_alter/invoice_INVOICE_0016_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0016
tampered/embedding_mismatch/invoice_INVOICE_0016_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0016
genuine/legal_contract_LEGAL_CONTRACT_0017_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0017
tampered/font_change/legal_contract_LEGAL_CONTRACT_0017_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0017
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0017_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0017
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0017_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0017
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0017_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0017
genuine/invoice_INVOICE_0018_genuine.pdf,genuine,none,invoice,INVOICE_0018
tampered/font_change/invoice_INVOICE_0018_tampered.pdf,tampered,font_change,invoice,INVOICE_0018
tampered/character_replace/invoice_INVOICE_0018_tampered.pdf,tampered,character_replace,invoice,INVOICE_0018
tampered/spacing_alter/invoice_INVOICE_0018_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0018
tampered/embedding_mismatch/invoice_INVOICE_0018_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0018
genuine/legal_contract_LEGAL_CONTRACT_0019_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0019
tampered/font_change/legal_contract_LEGAL_CONTRACT_0019_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0019
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0019_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0019
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0019_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0019
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0019_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0019
genuine/academic_certificate_ACADEMIC_CERTIFICATE_0020_genuine.pdf,genuine,none,academic_certificate,ACADEMIC_CERTIFICATE_0020
tampered/font_change/academic_certificate_ACADEMIC_CERTIFICATE_0020_tampered.pdf,tampered,font_change,academic_certificate,ACADEMIC_CERTIFICATE_0020
tampered/character_replace/academic_certificate_ACADEMIC_CERTIFICATE_0020_tampered.pdf,tampered,character_replace,academic_certificate,ACADEMIC_CERTIFICATE_0020
tampered/spacing_alter/academic_certificate_ACADEMIC_CERTIFICATE_0020_tampered.pdf,tampered,spacing_alter,academic_certificate,ACADEMIC_CERTIFICATE_0020
tampered/embedding_mismatch/academic_certificate_ACADEMIC_CERTIFICATE_0020_tampered.pdf,tampered,embedding_mismatch,academic_certificate,ACADEMIC_CERTIFICATE_0020
genuine/invoice_INVOICE_0021_genuine.pdf,genuine,none,invoice,INVOICE_0021
tampered/font_change/invoice_INVOICE_0021_tampered.pdf,tampered,font_change,invoice,INVOICE_0021
tampered/character_replace/invoice_INVOICE_0021_tampered.pdf,tampered,character_replace,invoice,INVOICE_0021
tampered/spacing_alter/invoice_INVOICE_0021_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0021
tampered/embedding_mismatch/invoice_INVOICE_0021_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0021
genuine/vehicle_registration_VEHICLE_REGISTRATION_0022_genuine.pdf,genuine,none,vehicle_registration,VEHICLE_REGISTRATION_0022
tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0022_tampered.pdf,tampered,font_change,vehicle_registration,VEHICLE_REGISTRATION_0022
tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0022_tampered.pdf,tampered,character_replace,vehicle_registration,VEHICLE_REGISTRATION_0022
tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0022_tampered.pdf,tampered,spacing_alter,vehicle_registration,VEHICLE_REGISTRATION_0022
tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0022_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,VEHICLE_REGISTRATION_0022
genuine/legal_contract_LEGAL_CONTRACT_0023_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0023
tampered/font_change/legal_contract_LEGAL_CONTRACT_0023_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0023
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0023_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0023
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0023_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0023
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0023_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0023
genuine/bank_statement_BANK_STATEMENT_0024_genuine.pdf,genuine,none,bank_statement,BANK_STATEMENT_0024
tampered/font_change/bank_statement_BANK_STATEMENT_0024_tampered.pdf,tampered,font_change,bank_statement,BANK_STATEMENT_0024
tampered/character_replace/bank_statement_BANK_STATEMENT_0024_tampered.pdf,tampered,character_replace,bank_statement,BANK_STATEMENT_0024
tampered/spacing_alter/bank_statement_BANK_STATEMENT_0024_tampered.pdf,tampered,spacing_alter,bank_statement,BANK_STATEMENT_0024
tampered/embedding_mismatch/bank_statement_BANK_STATEMENT_0024_tampered.pdf,tampered,embedding_mismatch,bank_statement,BANK_STATEMENT_0024
genuine/invoice_INVOICE_0025_genuine.pdf,genuine,none,invoice,INVOICE_0025
tampered/font_change/invoice_INVOICE_0025_tampered.pdf,tampered,font_change,invoice,INVOICE_0025
tampered/character_replace/invoice_INVOICE_0025_tampered.pdf,tampered,character_replace,invoice,INVOICE_0025
tampered/spacing_alter/invoice_INVOICE_0025_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0025
tampered/embedding_mismatch/invoice_INVOICE_0025_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0025
genuine/invoice_INVOICE_0026_genuine.pdf,genuine,none,invoice,INVOICE_0026
tampered/font_change/invoice_INVOICE_0026_tampered.pdf,tampered,font_change,invoice,INVOICE_0026
tampered/character_replace/invoice_INVOICE_0026_tampered.pdf,tampered,character_replace,invoice,INVOICE_0026
tampered/spacing_alter/invoice_INVOICE_0026_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0026
tampered/embedding_mismatch/invoice_INVOICE_0026_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0026
genuine/bank_statement_BANK_STATEMENT_0027_genuine.pdf,genuine,none,bank_statement,BANK_STATEMENT_0027
tampered/font_change/bank_statement_BANK_STATEMENT_0027_tampered.pdf,tampered,font_change,bank_statement,BANK_STATEMENT_0027
tampered/character_replace/bank_statement_BANK_STATEMENT_0027_tampered.pdf,tampered,character_replace,bank_statement,BANK_STATEMENT_0027
tampered/spacing_alter/bank_statement_BANK_STATEMENT_0027_tampered.pdf,tampered,spacing_alter,bank_statement,BANK_STATEMENT_0027
tampered/embedding_mismatch/bank_statement_BANK_STATEMENT_0027_tampered.pdf,tampered,embedding_mismatch,bank_statement,BANK_STATEMENT_0027
genuine/bank_statement_BANK_STATEMENT_0028_genuine.pdf,genuine,none,bank_statement,BANK_STATEMENT_0028
tampered/font_change/bank_statement_BANK_STATEMENT_0028_tampered.pdf,tampered,font_change,bank_statement,BANK_STATEMENT_0028
tampered/character_replace/bank_statement_BANK_STATEMENT_0028_tampered.pdf,tampered,character_replace,bank_statement,BANK_STATEMENT_0028
tampered/spacing_alter/bank_statement_BANK_STATEMENT_0028_tampered.pdf,tampered,spacing_alter,bank_statement,BANK_STATEMENT_0028
tampered/embedding_mismatch/bank_statement_BANK_STATEMENT_0028_tampered.pdf,tampered,embedding_mismatch,bank_statement,BANK_STATEMENT_0028
genuine/academic_certificate_ACADEMIC_CERTIFICATE_0029_genuine.pdf,genuine,none,academic_certificate,ACADEMIC_CERTIFICATE_0029
tampered/font_change/academic_certificate_ACADEMIC_CERTIFICATE_0029_tampered.pdf,tampered,font_change,academic_certificate,ACADEMIC_CERTIFICATE_0029
tampered/character_replace/academic_certificate_ACADEMIC_CERTIFICATE_0029_tampered.pdf,tampered,character_replace,academic_certificate,ACADEMIC_CERTIFICATE_0029
tampered/spacing_alter/academic_certificate_ACADEMIC_CERTIFICATE_0029_tampered.pdf,tampered,spacing_alter,academic_certificate,ACADEMIC_CERTIFICATE_0029
tampered/embedding_mismatch/academic_certificate_ACADEMIC_CERTIFICATE_0029_tampered.pdf,tampered,embedding_mismatch,academic_certificate,ACADEMIC_CERTIFICATE_0029
genuine/vehicle_registration_VEHICLE_REGISTRATION_0030_genuine.pdf,genuine,none,vehicle_registration,VEHICLE_REGISTRATION_0030
tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0030_tampered.pdf,tampered,font_change,vehicle_registration,VEHICLE_REGISTRATION_0030
tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0030_tampered.pdf,tampered,character_replace,vehicle_registration,VEHICLE_REGISTRATION_0030
tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0030_tampered.pdf,tampered,spacing_alter,vehicle_registration,VEHICLE_REGISTRATION_0030
tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0030_tampered.pdf,tampered,embedding_mismatch,vehicle_registration,VEHICLE_REGISTRATION_0030
genuine/bank_statement_BANK_STATEMENT_0031_genuine.pdf,genuine,none,bank_statement,BANK_STATEMENT_0031
tampered/font_change/bank_statement_BANK_STATEMENT_0031_tampered.pdf,tampered,font_change,bank_statement,BANK_STATEMENT_0031
tampered/character_replace/bank_statement_BANK_STATEMENT_0031_tampered.pdf,tampered,character_replace,bank_statement,BANK_STATEMENT_0031
tampered/spacing_alter/bank_statement_BANK_STATEMENT_0031_tampered.pdf,tampered,spacing_alter,bank_statement,BANK_STATEMENT_0031
tampered/embedding_mismatch/bank_statement_BANK_STATEMENT_0031_tampered.pdf,tampered,embedding_mismatch,bank_statement,BANK_STATEMENT_0031
genuine/legal_contract_LEGAL_CONTRACT_0032_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0032
tampered/font_change/legal_contract_LEGAL_CONTRACT_0032_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0032
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0032_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0032
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0032_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0032
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0032_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0032
genuine/invoice_INVOICE_0033_genuine.pdf,genuine,none,invoice,INVOICE_0033
tampered/font_change/invoice_INVOICE_0033_tampered.pdf,tampered,font_change,invoice,INVOICE_0033
tampered/character_replace/invoice_INVOICE_0033_tampered.pdf,tampered,character_replace,invoice,INVOICE_0033
tampered/spacing_alter/invoice_INVOICE_0033_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0033
tampered/embedding_mismatch/invoice_INVOICE_0033_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0033
genuine/bank_statement_BANK_STATEMENT_0034_genuine.pdf,genuine,none,bank_statement,BANK_STATEMENT_0034
tampered/font_change/bank_statement_BANK_STATEMENT_0034_tampered.pdf,tampered,font_change,bank_statement,BANK_STATEMENT_0034
tampered/character_replace/bank_statement_BANK_STATEMENT_0034_tampered.pdf,tampered,character_replace,bank_statement,BANK_STATEMENT_0034
tampered/spacing_alter/bank_statement_BANK_STATEMENT_0034_tampered.pdf,tampered,spacing_alter,bank_statement,BANK_STATEMENT_0034
tampered/embedding_mismatch/bank_statement_BANK_STATEMENT_0034_tampered.pdf,tampered,embedding_mismatch,bank_statement,BANK_STATEMENT_0034
genuine/invoice_INVOICE_0035_genuine.pdf,genuine,none,invoice,INVOICE_0035
tampered/font_change/invoice_INVOICE_0035_tampered.pdf,tampered,font_change,invoice,INVOICE_0035
tampered/character_replace/invoice_INVOICE_0035_tampered.pdf,tampered,character_replace,invoice,INVOICE_0035
tampered/spacing_alter/invoice_INVOICE_0035_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0035
tampered/embedding_mismatch/invoice_INVOICE_0035_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0035
genuine/academic_certificate_ACADEMIC_CERTIFICATE_0036_genuine.pdf,genuine,none,academic_certificate,ACADEMIC_CERTIFICATE_0036
tampered/font_change/academic_certificate_ACADEMIC_CERTIFICATE_0036_tampered.pdf,tampered,font_change,academic_certificate,ACADEMIC_CERTIFICATE_0036
tampered/character_replace/academic_certificate_ACADEMIC_CERTIFICATE_0036_tampered.pdf,tampered,character_replace,academic_certificate,ACADEMIC_CERTIFICATE_0036
tampered/spacing_alter/academic_certificate_ACADEMIC_CERTIFICATE_0036_tampered.pdf,tampered,spacing_alter,academic_certificate,ACADEMIC_CERTIFICATE_0036
tampered/embedding_mismatch/academic_certificate_ACADEMIC_CERTIFICATE_0036_tampered.pdf,tampered,embedding_mismatch,academic_certificate,ACADEMIC_CERTIFICATE_0036
genuine/legal_contract_LEGAL_CONTRACT_0037_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0037
tampered/font_change/legal_contract_LEGAL_CONTRACT_0037_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0037
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0037_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0037
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0037_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0037
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0037_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0037
genuine/legal_contract_LEGAL_CONTRACT_0038_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0038
tampered/font_change/legal_contract_LEGAL_CONTRACT_0038_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0038
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0038_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0038
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0038_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0038
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0038_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0038
genuine/invoice_INVOICE_0039_genuine.pdf,genuine,none,invoice,INVOICE_0039
tampered/font_change/invoice_INVOICE_0039_tampered.pdf,tampered,font_change,invoice,INVOICE_0039
tampered/character_replace/invoice_INVOICE_0039_tampered.pdf,tampered,character_replace,invoice,INVOICE_0039
tampered/spacing_alter/invoice_INVOICE_0039_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0039
tampered/embedding_mismatch/invoice_INVOICE_0039_tampered.pdf,tampered,embedding_mismatch,invoice,INVOICE_0039
genuine/bank_statement_BANK_STATEMENT_0040_genuine.pdf,genuine,none,bank_statement,BANK_STATEMENT_0040
tampered/font_change/bank_statement_BANK_STATEMENT_0040_tampered.pdf,tampered,font_change,bank_statement,BANK_STATEMENT_0040
tampered/character_replace/bank_statement_BANK_STATEMENT_0040_tampered.pdf,tampered,character_replace,bank_statement,BANK_STATEMENT_0040
tampered/spacing_alter/bank_statement_BANK_STATEMENT_0040_tampered.pdf,tampered,spacing_alter,bank_statement,BANK_STATEMENT_0040
tampered/embedding_mismatch/bank_statement_BANK_STATEMENT_0040_tampered.pdf,tampered,embedding_mismatch,bank_statement,BANK_STATEMENT_0040
genuine/legal_contract_LEGAL_CONTRACT_0041_genuine.pdf,genuine,none,legal_contract,LEGAL_CONTRACT_0041
tampered/font_change/legal_contract_LEGAL_CONTRACT_0041_tampered.pdf,tampered,font_change,legal_contract,LEGAL_CONTRACT_0041
tampered/character_replace/legal_contract_LEGAL_CONTRACT_0041_tampered.pdf,tampered,character_replace,legal_contract,LEGAL_CONTRACT_0041
tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0041_tampered.pdf,tampered,spacing_alter,legal_contract,LEGAL_CONTRACT_0041
tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0041_tampered.pdf,tampered,embedding_mismatch,legal_contract,LEGAL_CONTRACT_0041
genuine/invoice_INVOICE_0042_genuine.pdf,genuine,none,invoice,INVOICE_0042
tampered/font_change/invoice_INVOICE_0042_tampered.pdf,tampered,font_change,invoice,INVOICE_0042
tampered/character_replace/invoice_INVOICE_0042_tampered.pdf,tampered,character_replace,invoice,INVOICE_0042
tampered/spacing_alter/invoice_INVOICE_0042_tampered.pdf,tampered,spacing_alter,invoice,INVOICE_0042
